Date,Open,High,Low,Close
2018-11-29 00:00:00-05:00,84.1171025284698,84.9813220604792,83.580691189155,84.0873031616211
2018-11-30 00:00:00-05:00,83.8886260198954,84.3356392476608,83.4018853564292,83.9581604003906
2018-12-03 00:00:00-05:00,85.209779028428,85.9249940644431,84.0972290423408,85.1005096435547
2018-12-04 00:00:00-05:00,84.6336547584004,85.2495362171211,82.1900078020781,82.2694778442383
2018-12-06 00:00:00-05:00,80.5907047100886,81.7827325400045,78.7530036649832,81.5641937255859
2018-12-07 00:00:00-05:00,81.3456605323299,82.4383471012499,80.322508356559,80.5708465576172
2018-12-10 00:00:00-05:00,80.5509603447166,82.0012618396346,80.3324291343346,81.2264404296875
2018-12-11 00:00:00-05:00,82.4681359286832,83.1038886144929,80.5112375206387,80.9979782104492
2018-12-12 00:00:00-05:00,82.229725988915,83.8687592741903,81.6237803041849,82.7264022827148
2018-12-13 00:00:00-05:00,83.2032100816916,83.7992200842916,80.7297568239501,80.9482955932617
2018-12-14 00:00:00-05:00,80.1536448188043,81.295994546573,79.0808219095117,80.3423767089844
2018-12-17 00:00:00-05:00,80.1536252999178,80.699964693485,77.0245630324725,77.3523712158203
2018-12-18 00:00:00-05:00,79.8655647960734,82.6966186951254,78.2265311980916,79.7165603637695
2018-12-19 00:00:00-05:00,79.7860893542613,81.7827304231466,78.1470558672265,78.7728729248047
2018-12-20 00:00:00-05:00,78.176844654272,78.5642515523925,72.7134054894488,74.3921737670898
2018-12-21 00:00:00-05:00,74.5014447218035,76.1901411040262,72.9021464354811,72.9319458007813
2018-12-24 00:00:00-05:00,72.0081339301431,72.7332847239714,70.9949175272367,71.1737213134766
2018-12-26 00:00:00-05:00,72.2564595749265,74.8292465209961,71.2829783575755,74.8292465209961
2018-12-27 00:00:00-05:00,73.6968464627877,75.8722839355469,72.0081421600337,75.8722839355469
2018-12-28 00:00:00-05:00,75.9120185546717,77.1934445659438,75.6040816142932,76.2199630737305
2018-12-31 00:00:00-05:00,76.885495790293,77.4417708430711,76.0510756324466,76.9649658203125
2019-01-02 00:00:00-05:00,75.8712782911391,76.249098460688,74.7477775857896,75.5034103393555
2019-01-03 00:00:00-05:00,74.9863951835889,75.0957633808644,72.3913999310192,72.5504837036133
2019-01-04 00:00:00-05:00,73.5149253001006,75.4039962327312,73.4751543477091,75.0063018798828
2019-01-07 00:00:00-05:00,75.5630668071227,75.9607686758455,74.1114614339866,75.3642196655273
2019-01-08 00:00:00-05:00,76.298815970271,76.9848515548608,75.6923222824084,76.9749069213867
2019-01-09 00:00:00-05:00,77.3725972989263,77.6808126209359,76.6368538275817,77.1140899658203
2019-01-10 00:00:00-05:00,76.5573254874371,78.128243856928,76.5274991717117,78.0387573242188
2019-01-11 00:00:00-05:00,77.3229053214951,78.7944002987792,77.1638290887134,78.267448425293
2019-01-14 00:00:00-05:00,77.5316960110098,79.1224960876118,77.3030149442796,78.5060577392578
2019-01-15 00:00:00-05:00,78.5856046994458,78.9137093698021,77.9393399932833,78.1282501220703
2019-01-16 00:00:00-05:00,78.1481290245813,78.6054835856809,77.6410588780332,78.3072128295898
2019-01-17 00:00:00-05:00,78.0785339935128,79.4207713982158,77.7305476420022,78.8142776489258
2019-01-18 00:00:00-05:00,79.4704757866599,80.4448450191218,79.0628292712376,79.8085174560547
2019-01-22 00:00:00-05:00,79.5500229019794,79.5500229019794,77.1737636705582,77.6112289428711
2019-01-23 00:00:00-05:00,78.1182860958305,79.3113840375514,77.3825426179537,78.3966751098633
2019-01-24 00:00:00-05:00,78.8341613707218,79.6593915073322,78.7148485219421,79.1722030639648
2019-01-25 00:00:00-05:00,79.9278464820523,80.196298530847,79.3710682853433,79.6991729736328
2019-01-28 00:00:00-05:00,78.9932426472735,79.5599654406231,78.3966935362003,79.5003128051758
2019-01-29 00:00:00-05:00,79.7091012736519,81.2104224155906,79.4605385223292,80.6436996459961
