Date,Open,High,Low,Close
2018-11-29 00:00:00-05:00,117.212434619135,118.622420969634,116.420524275209,117.666328430176
2018-11-30 00:00:00-05:00,109.708599612586,112.721725816042,109.496134593567,111.089614868164
2018-12-03 00:00:00-05:00,112.026385335427,115.976277626539,111.72700683584,115.43546295166
2018-12-04 00:00:00-05:00,114.923626198117,115.145750734391,109.051896301344,109.612030029297
2018-12-06 00:00:00-05:00,107.854349907692,111.54349373476,107.303875817748,111.369659423828
2018-12-07 00:00:00-05:00,110.91577388204,112.267817893725,106.898279886002,107.439094543457
2018-12-10 00:00:00-05:00,107.622599334604,108.501423242352,105.459325748669,107.014175415039
2018-12-11 00:00:00-05:00,108.482087304225,109.071192070441,106.029095257759,106.260871887207
2018-12-12 00:00:00-05:00,106.415399144862,108.066821516036,106.202934155346,106.299507141113
2018-12-13 00:00:00-05:00,106.782373908406,107.178332708008,104.532187353123,105.121292114258
2018-12-14 00:00:00-05:00,104.300418419056,106.212595998679,103.692001964108,103.972068786621
2018-12-17 00:00:00-05:00,104.223157081525,105.594512666482,102.929062834099,103.972068786621
2018-12-18 00:00:00-05:00,104.986089534593,105.642796125744,103.836851158068,104.532188415527
2018-12-19 00:00:00-05:00,105.034400273132,105.990485505298,102.137166045197,102.745582580566
2018-12-20 00:00:00-05:00,102.600705567484,102.600705567484,99.4330644174163,100.620933532715
2018-12-21 00:00:00-05:00,100.814080891276,102.88077380091,98.7956781601473,99.3558044433594
2018-12-24 00:00:00-05:00,99.0081439453176,99.4620451356958,97.1732348996873,97.5305557250977
2018-12-26 00:00:00-05:00,98.2162314111858,102.059898495275,97.9458240785654,101.963325500488
2018-12-27 00:00:00-05:00,100.698182926882,103.006319224459,99.2785446001863,102.977340698242
2018-12-28 00:00:00-05:00,103.518184467385,104.802619414416,102.755245213348,103.566467285156
2018-12-31 00:00:00-05:00,103.92379299457,104.841247558594,103.711327970973,104.841247558594
2019-01-02 00:00:00-05:00,103.064258876635,104.870196457701,101.683243884501,103.778907775879
2019-01-03 00:00:00-05:00,102.706935433906,103.334670889555,98.090677483335,98.2548522949219
2019-01-04 00:00:00-05:00,99.606902364599,104.223160601266,99.606902364599,104.116928100586
2019-01-07 00:00:00-05:00,103.73064375382,105.150282300898,102.320649980887,104.310089111328
2019-01-08 00:00:00-05:00,105.130958083304,106.299508168894,104.126582811911,106.000129699707
2019-01-09 00:00:00-05:00,106.164301592376,106.743746864683,104.870200028445,105.45930480957
