Index,Close,SMA,EMA,RSI,StochK,StochD
185,9.36,8.99,1.25,56.21,69.86,79.22
186,9.71,9.08,1.29,67.05,93.84,77.17
187,9.66,9.14,1.29,63.86,90.41,84.70
188,10.26,9.27,1.37,74.52,100.00,94.75
189,10.69,9.44,1.43,79.75,100.00,96.80
190,10.71,9.61,1.43,79.59,100.00,100.00
191,10.92,9.75,1.46,78.14,100.00,100.00
192,10.57,9.85,1.41,68.66,82.50,94.17
193,11.58,10.04,1.54,80.23,100.00,94.17
194,11.81,10.23,1.57,79.91,100.00,94.17
195,12.27,10.43,1.64,81.41,100.00,100.00
196,12.46,10.65,1.66,81.80,100.00,100.00
197,13.34,10.91,1.78,83.52,100.00,100.00
198,12.98,11.17,1.73,85.30,91.02,97.01
199,12.95,11.42,1.73,84.72,90.20,93.74
200,13.07,11.66,1.74,84.01,92.66,91.30
201,13.00,11.90,1.73,83.67,90.76,91.21
202,12.87,12.09,1.72,79.06,84.74,89.39
203,13.22,12.27,1.76,78.68,95.67,90.39
204,12.52,12.40,1.67,67.78,70.40,83.60
205,12.77,12.53,1.70,68.03,79.42,81.83
206,12.82,12.69,1.71,73.29,81.23,77.02
207,13.06,12.80,1.74,68.23,84.09,81.58
208,13.79,12.94,1.84,71.71,100.00,88.44
209,14.43,13.09,1.92,72.78,100.00,94.70
210,13.79,13.19,1.84,62.81,67.51,89.17
211,13.66,13.21,1.82,53.60,59.69,75.73
212,13.51,13.25,1.80,56.26,51.83,59.68
213,13.77,13.31,1.84,59.19,65.45,58.99
214,13.73,13.35,1.83,57.53,63.35,60.21
215,13.98,13.42,1.86,60.75,76.44,68.41
216,13.90,13.50,1.85,61.42,72.25,70.68
217,14.04,13.55,1.87,59.53,79.58,76.09
218,13.70,13.64,1.83,64.97,61.78,71.20
219,12.89,13.65,1.72,51.33,7.23,49.53
220,12.84,13.65,1.71,50.22,1.24,23.42
221,13.48,13.68,1.80,54.29,40.25,16.24
222,13.07,13.63,1.74,42.14,14.47,18.65
223,12.83,13.51,1.71,30.86,0.00,18.24
224,12.39,13.41,1.65,32.41,0.00,4.82
225,12.54,13.33,1.67,36.00,9.09,3.03
226,12.65,13.27,1.69,39.14,15.76,8.28
227,12.33,13.17,1.64,32.09,0.00,8.28
228,12.36,13.07,1.65,32.92,1.75,5.84
229,12.88,12.99,1.72,37.15,32.16,11.31
230,12.79,12.91,1.71,37.06,26.90,20.27
231,12.57,12.81,1.68,33.18,14.04,24.37
232,12.57,12.73,1.68,35.98,17.52,19.48
233,13.00,12.74,1.73,51.51,58.26,29.94
234,13.08,12.75,1.74,53.26,65.22,47.00
235,13.10,12.73,1.75,43.79,66.96,63.48
236,13.02,12.72,1.74,49.08,89.61,73.93
237,13.01,12.73,1.73,53.60,88.31,81.63
238,13.38,12.81,1.78,70.37,100.00,92.64
239,13.14,12.85,1.75,61.90,77.14,88.48
240,13.45,12.91,1.79,64.71,100.00,92.38
241,13.15,12.96,1.75,65.19,73.21,83.45
242,13.17,13.02,1.76,65.06,74.31,82.51
243,12.97,13.03,1.73,51.90,45.45,64.33
244,13.22,13.06,1.76,58.50,73.86,64.54
245,12.60,13.06,1.68,50.51,3.41,40.91
246,13.21,13.11,1.76,59.04,72.73,50.00
247,12.85,13.10,1.71,47.84,29.41,35.18
248,12.69,13.07,1.69,44.51,10.59,37.58
249,12.16,13.00,1.62,38.42,0.00,13.33
250,12.35,12.95,1.65,41.97,14.73,8.44
251,11.76,12.86,1.57,36.84,0.00,4.91
252,11.51,12.73,1.53,29.81,0.00,4.91
253,11.77,12.63,1.57,35.27,13.40,4.47
254,11.46,12.49,1.53,28.60,0.00,4.47
255,11.81,12.40,1.57,35.74,19.89,11.10
256,11.79,12.30,1.57,35.32,18.75,12.88
257,11.99,12.23,1.60,39.57,30.11,22.92
258,11.78,12.12,1.57,34.55,18.18,22.35
259,11.99,12.08,1.60,42.82,30.29,26.19
260,11.41,11.95,1.52,28.67,0.00,16.16
261,10.79,11.80,1.44,27.01,0.00,10.10
262,10.73,11.66,1.43,27.63,0.00,0.00
263,10.36,11.54,1.38,28.67,0.00,0.00
264,10.12,11.38,1.35,23.89,0.00,0.00
265,10.03,11.25,1.34,27.06,0.00,0.00
266,9.50,11.11,1.27,25.19,0.00,0.00
267,10.02,10.98,1.34,29.70,20.88,6.96
268,10.70,10.93,1.43,41.88,48.19,23.03
269,10.42,10.83,1.39,34.92,36.95,35.34
270,10.49,10.74,1.40,36.05,39.76,41.63
271,10.03,10.60,1.34,30.08,21.29,32.66
272,10.16,10.48,1.35,33.26,26.51,29.18
273,10.01,10.34,1.33,29.29,20.48,22.76
274,10.34,10.26,1.38,38.19,43.98,30.32
275,9.69,10.19,1.29,37.94,14.73,26.40
276,9.99,10.13,1.33,42.29,39.84,32.85
277,9.98,10.11,1.33,45.72,40.00,31.52
278,9.82,10.08,1.31,46.56,26.67,35.50
279,9.50,10.05,1.27,44.23,0.00,22.22
280,9.30,10.03,1.24,47.65,0.00,8.89
281,9.15,9.97,1.22,38.82,0.00,0.00
282,8.99,9.85,1.20,24.63,0.00,0.00
283,8.74,9.73,1.17,24.85,0.00,0.00
284,8.69,9.60,1.16,22.89,0.00,0.00
285,8.30,9.48,1.11,23.38,0.00,0.00
286,7.89,9.31,1.05,17.85,0.00,0.00
287,7.85,9.16,1.05,18.42,0.00,0.00
288,8.13,9.00,1.08,17.21,11.24,3.75
289,8.92,8.95,1.19,39.03,50.00,20.41
290,9.02,8.88,1.20,35.35,54.67,38.64
291,9.19,8.82,1.23,38.62,62.91,55.86
292,8.59,8.73,1.15,34.27,37.56,51.72
293,8.82,8.68,1.18,41.10,58.79,53.09
294,8.76,8.65,1.17,42.66,62.76,53.04
295,8.51,8.60,1.13,41.53,49.25,56.93
296,8.64,8.57,1.15,45.33,58.96,56.99
297,8.39,8.55,1.12,45.33,40.30,49.50
298,7.97,8.50,1.06,41.26,8.96,36.07
299,7.66,8.45,1.02,42.08,0.00,16.42
300,7.72,8.44,1.03,47.70,3.92,4.29
301,7.65,8.43,1.02,47.31,0.00,1.31
302,8.14,8.43,1.09,50.13,31.82,11.91
303,7.86,0.00,7.86,0.00,0.00,0.00
304,7.60,0.00,7.83,0.00,0.00,0.00
305,7.30,0.00,0.97,0.00,0.00,0.00
306,6.97,0.00,0.93,0.00,0.00,0.00
307,6.82,0.00,0.91,0.00,0.00,0.00
308,6.96,0.00,0.93,0.00,0.00,0.00
309,6.82,0.00,0.91,0.00,0.00,0.00
310,6.44,0.00,0.86,0.00,0.00,0.00
311,6.59,0.00,0.88,0.00,0.00,0.00
312,7.24,0.00,0.97,0.00,0.00,0.00
313,7.02,0.00,0.94,0.00,0.00,0.00
314,7.77,0.00,1.04,0.00,0.00,0.00
315,7.82,0.00,1.04,0.00,0.00,0.00
316,8.19,0.00,1.09,0.00,0.00,0.00
317,8.47,7.29,1.13,57.31,100.00,0.00
318,8.75,7.37,1.17,63.72,100.00,0.00
319,8.80,7.48,1.17,69.04,100.00,100.00
320,8.13,7.56,1.08,63.55,71.61,90.54
321,7.96,7.64,1.06,63.26,64.41,78.67
322,8.00,7.71,1.07,62.38,66.10,67.37
323,7.95,7.79,1.06,63.75,63.98,64.83
324,7.95,7.90,1.06,70.24,63.98,64.69
325,8.05,8.01,1.07,69.84,66.06,64.68
326,7.75,8.04,1.03,57.66,41.01,57.02
327,8.02,8.11,1.07,64.79,56.18,54.42
328,7.99,8.13,1.07,54.14,22.86,40.02
329,7.85,8.13,1.05,50.55,9.52,29.52
330,7.60,8.09,1.01,38.78,0.00,10.79
331,7.95,8.05,1.06,40.37,29.17,12.90
332,7.61,7.97,1.01,29.35,0.83,10.00
333,7.71,7.89,1.03,30.60,9.17,13.06
334,8.48,7.92,1.13,56.01,100.00,36.67
335,8.08,7.93,1.08,51.91,54.55,54.57
336,8.11,7.94,1.08,51.76,57.95,70.83
337,7.82,7.93,1.04,48.07,25.00,45.83
338,7.91,7.92,1.05,49.42,35.23,39.39
339,7.61,7.89,1.01,43.99,1.14,20.45
340,7.72,7.89,1.03,49.57,13.64,16.67
341,7.58,7.86,1.01,43.41,0.00,4.92
342,7.27,7.81,0.97,40.06,0.00,4.55
343,7.70,7.80,1.03,48.08,35.54,11.85
344,7.76,7.81,1.03,52.15,40.50,25.34
345,7.82,7.80,1.04,48.10,45.45,40.50
346,7.84,7.82,1.05,53.70,47.11,44.35
347,8.08,7.84,1.08,55.69,66.94,53.17
348,8.50,7.84,1.13,50.34,100.00,71.35
349,7.90,7.83,1.05,47.10,51.22,72.72
350,7.92,7.82,1.06,46.93,52.85,68.02
351,7.60,7.80,1.01,46.47,26.83,43.63
352,7.67,7.78,1.02,46.13,32.52,37.40
353,7.49,7.78,1.00,47.99,17.89,25.75
354,7.52,7.76,1.00,46.55,20.33,23.58
355,7.98,7.79,1.06,56.21,57.72,31.98
356,7.52,7.81,1.00,53.71,20.33,32.79
357,7.19,7.77,0.96,42.20,0.00,26.02
358,7.13,7.73,0.95,40.37,0.00,6.78
359,7.65,7.71,1.02,47.72,37.96,12.65
360,7.45,7.69,0.99,45.01,23.36,20.44
361,7.25,7.63,0.97,39.28,8.76,23.36
362,7.21,7.53,0.96,31.52,5.84,12.65
363,7.42,7.50,0.99,42.26,34.12,16.24
364,7.29,7.45,0.97,40.19,18.82,19.59
365,7.20,7.43,0.96,43.29,8.24,20.39
366,7.02,7.38,0.94,39.48,0.00,9.02
367,6.64,7.32,0.89,37.08,0.00,2.75
368,6.79,7.27,0.91,39.30,11.19,3.73
369,6.93,7.19,0.92,33.01,21.64,10.95
370,6.70,7.13,0.89,35.66,5.94,12.93
371,6.69,7.10,0.89,40.16,4.95,10.84
372,6.70,7.07,0.89,41.37,5.94,5.61
373,6.87,7.01,0.92,31.78,22.77,11.22
374,6.68,6.96,0.89,31.92,4.94,11.22
375,6.40,6.90,0.85,30.77,0.00,9.24
376,6.26,6.83,0.83,29.44,0.00,1.65
377,6.27,6.75,0.84,22.75,0.86,0.29
378,6.09,6.66,0.81,22.22,0.00,0.29
379,5.53,6.54,0.74,18.25,0.00,0.29
380,5.27,6.42,0.70,17.71,0.00,0.00
381,5.69,6.35,0.76,32.73,25.30,8.43
382,5.17,6.23,0.69,24.04,0.00,8.43
383,4.80,6.08,0.64,18.21,0.00,8.43
384,4.66,5.93,0.62,18.71,0.00,0.00
385,4.43,5.77,0.59,17.53,0.00,0.00
386,4.50,5.62,0.60,18.93,2.87,0.96
387,4.41,5.44,0.59,14.45,0.00,0.96
388,4.20,5.26,0.56,14.37,0.00,0.96
389,4.57,5.13,0.61,24.37,16.82,5.61
390,4.60,5.01,0.61,26.01,19.32,12.05
391,4.84,4.91,0.65,30.62,30.92,22.35
392,4.72,4.81,0.63,31.13,27.51,25.92
393,4.30,4.73,0.57,32.38,6.71,21.71
394,4.49,4.67,0.60,38.60,19.46,17.90
395,4.73,4.60,0.63,35.19,35.57,20.58
396,4.54,4.56,0.61,39.18,35.05,30.03
397,4.31,4.52,0.57,41.16,17.19,29.27
398,4.23,4.49,0.56,42.07,4.69,18.98
399,4.45,4.49,0.59,50.37,39.06,13.02
400,4.57,4.50,0.61,51.27,57.81,32.29
401,4.44,4.50,0.59,50.54,37.50,44.79
402,4.68,4.53,0.62,58.51,75.00,56.77
403,4.59,4.53,0.61,50.39,59.02,57.17
404,4.46,4.53,0.59,47.35,37.70,57.24
405,5.04,4.54,0.67,53.36,100.00,65.57
406,4.92,4.55,0.66,53.36,85.19,74.30
407,4.87,4.59,0.65,60.92,79.01,88.07
408,4.89,4.62,0.65,58.20,81.48,81.89
409,4.87,4.63,0.65,53.15,79.01,79.84
410,5.14,4.68,0.69,63.04,100.00,86.83
411,5.31,4.75,0.71,72.32,100.00,93.00
412,5.65,4.85,0.75,78.40,100.00,100.00
413,6.57,5.00,0.88,83.12,100.00,100.00
414,7.22,5.19,0.96,85.52,100.00,100.00
415,7.37,5.40,0.98,89.07,100.00,100.00
416,7.47,5.60,1.00,88.64,100.00,100.00
417,7.60,5.81,1.01,91.23,100.00,100.00
418,7.95,6.06,1.06,95.09,100.00,100.00
419,8.09,6.28,1.08,94.46,100.00,100.00
420,7.40,6.46,0.99,81.00,78.57,92.86
421,6.61,6.58,0.88,68.35,54.04,77.54
422,7.23,6.75,0.96,71.91,73.29,68.63
423,8.10,6.98,1.08,76.09,100.00,75.78
424,8.12,7.19,1.08,75.08,100.00,91.10
425,8.06,7.39,1.07,73.58,97.86,99.29
426,8.11,7.56,1.08,72.20,99.60,99.15
427,7.78,7.65,1.04,62.22,78.06,91.84
428,7.81,7.69,1.04,56.81,79.47,85.71
429,8.44,7.77,1.13,61.12,100.00,85.84
430,8.49,7.84,1.13,60.71,100.00,93.16
431,8.44,7.90,1.13,58.97,97.34,99.11
432,8.31,7.93,1.11,54.04,90.43,95.92
433,8.36,7.95,1.11,53.09,93.09,93.62
434,7.54,7.96,1.01,51.56,49.47,77.66
435,7.80,8.04,1.04,64.99,63.30,68.62
436,7.58,8.07,1.01,54.90,27.78,46.85
437,7.70,8.04,1.03,42.91,16.84,35.97
438,8.26,8.05,1.10,52.08,75.79,40.14
439,8.39,8.07,1.12,54.81,89.47,60.70
440,9.04,8.14,1.21,61.54,100.00,88.42
441,9.49,8.26,1.27,70.60,100.00,96.49
442,9.16,8.36,1.22,65.17,83.08,94.36
443,9.69,8.45,1.29,64.37,100.00,94.36
444,9.24,8.50,1.23,57.89,79.07,87.38
445,9.61,8.58,1.28,61.54,96.28,91.78
446,9.48,8.67,1.26,61.54,90.23,88.53
447,9.75,8.77,1.30,63.14,100.00,95.50
448,9.33,8.89,1.24,68.30,81.00,90.41
449,9.67,9.03,1.29,68.81,96.31,92.44
450,10.25,9.22,1.37,75.05,100.00,92.44
451,10.23,9.40,1.36,74.19,99.22,98.51
452,10.23,9.54,1.36,71.09,98.99,99.40
453,10.17,9.67,1.36,69.35,95.70,97.97
454,9.78,9.72,1.30,58.53,61.16,85.28
455,9.92,9.75,1.32,55.33,69.72,75.53
456,9.81,9.80,1.31,58.53,59.63,63.50
457,10.08,9.82,1.34,55.49,83.17,70.84
458,9.48,9.84,1.26,53.24,23.76,55.52
459,10.21,9.88,1.36,57.39,95.65,67.53
460,10.25,9.94,1.37,59.70,100.00,73.14
461,9.79,9.94,1.31,50.48,50.00,81.88
462,9.46,9.95,1.26,51.60,14.13,54.71
463,9.75,9.96,1.30,51.00,36.71,33.61
464,9.50,9.90,1.27,39.84,5.06,18.63
465,9.32,9.84,1.24,38.18,0.00,13.92
466,8.96,9.75,1.19,34.92,0.00,1.69
467,8.90,9.66,1.19,34.92,0.00,0.00
468,8.50,9.57,1.13,34.83,0.00,0.00
469,8.53,9.47,1.14,33.09,1.71,0.57
470,8.67,9.39,1.16,36.23,9.71,3.81
471,8.23,9.25,1.10,28.54,0.00,3.81
472,8.38,9.18,1.12,35.75,7.43,5.71
473,8.04,9.02,1.07,18.73,0.00,2.48
474,8.18,8.87,1.09,21.01,6.33,4.59
475,8.32,8.77,1.11,27.38,16.00,7.44
476,8.57,8.70,1.14,35.96,30.99,17.78
477,8.46,8.61,1.13,28.43,24.56,23.85
478,8.62,8.55,1.15,34.83,39.73,31.76
479,9.39,8.55,1.25,51.00,100.00,54.76
480,9.18,8.57,1.22,53.29,84.44,74.72
481,8.78,8.56,1.17,48.37,54.81,79.75
482,8.62,8.57,1.15,51.74,42.96,60.74
483,8.30,8.55,1.11,46.92,19.26,39.01
484,8.51,8.54,1.13,47.89,34.81,32.35
485,8.50,8.56,1.13,54.01,34.07,29.38
486,8.95,8.60,1.19,57.77,67.41,45.43
487,9.18,8.68,1.22,66.01,84.44,61.98
488,9.53,8.78,1.27,67.90,100.00,83.95
489,9.34,8.85,1.25,63.35,84.55,89.67
490,9.67,8.93,1.29,64.10,100.00,94.85
491,9.25,8.99,1.23,59.38,69.34,84.63
492,8.78,9.00,1.17,51.77,35.04,68.13
493,9.20,8.98,1.23,47.72,65.69,56.69
494,9.50,9.01,1.27,53.76,87.59,62.77
495,9.42,9.05,1.26,58.12,81.75,27.25
496,9.82,9.14,1.31,64.35,100.00,60.58
497,9.87,9.25,1.32,70.08,100.00,93.92
498,9.29,9.31,1.24,59.11,57.66,85.89
499,9.50,9.38,1.27,61.16,72.99,76.89
500,9.56,9.42,1.27,57.46,71.56,67.41
501,9.84,9.47,1.31,57.97,97.25,80.60
502,10.36,9.53,1.38,59.63,100.00,89.60
503,10.65,9.62,1.42,64.85,100.00,99.08
504,10.63,9.69,1.42,61.71,98.93,99.64
505,10.93,9.81,1.46,71.11,100.00,99.64
506,11.02,9.97,1.47,81.11,100.00,99.64
507,11.55,10.14,1.54,81.67,100.00,100.00
508,11.78,10.30,1.57,81.32,100.00,100.00
509,11.82,10.47,1.58,83.33,100.00,100.00
510,11.85,10.62,1.58,81.42,100.00,100.00
511,11.94,10.77,1.59,81.65,100.00,100.00
512,12.03,10.96,1.60,99.28,100.00,100.00
513,11.88,11.13,1.58,93.75,94.07,98.02
514,11.51,11.27,1.53,82.18,78.95,91.01
515,11.44,11.39,1.53,78.37,73.06,82.03
516,11.87,11.49,1.58,77.66,90.42,80.81
517,11.25,11.54,1.50,59.80,44.29,69.25
518,11.36,11.59,1.51,61.59,52.14,62.28
519,11.90,11.66,1.59,64.31,88.18,61.54
520,12.01,11.73,1.60,64.52,98.02,79.45
521,11.65,11.74,1.55,51.54,51.28,79.16
522,11.91,11.74,1.59,51.99,84.62,77.97
523,11.88,11.75,1.58,50.92,80.77,72.22
524,11.56,11.73,1.54,45.92,39.74,68.38
525,12.10,11.74,1.61,52.00,100.00,73.50
526,12.00,11.74,1.60,49.63,88.24,75.99
527,12.31,11.77,1.64,55.16,100.00,96.08
528,12.49,11.84,1.67,62.31,100.00,96.08
529,12.76,11.93,1.70,65.79,100.00,100.00
530,12.88,12.00,1.72,63.05,100.00,100.00
531,12.79,12.11,1.71,73.05,94.48,98.16
532,12.35,12.18,1.65,63.49,65.13,86.54
533,12.67,12.24,1.69,61.16,84.09,81.23
534,12.40,12.27,1.65,55.40,63.64,70.95
535,12.53,12.33,1.67,63.02,73.48,73.74
536,12.55,12.38,1.67,60.19,75.00,70.71
537,12.87,12.45,1.72,64.43,99.24,82.58
538,13.09,12.56,1.75,72.97,100.00,91.41
539,12.85,12.61,1.71,62.38,77.98,92.41
540,13.00,12.68,1.73,66.23,91.74,89.91
541,13.57,12.77,1.81,68.86,100.00,89.91
542,13.83,12.87,1.84,69.59,100.00,97.25
543,13.98,12.95,1.86,68.48,100.00,100.00
544,14.22,13.05,1.90,69.59,100.00,100.00
545,13.51,13.10,1.80,58.91,62.03,87.34
546,13.95,13.22,1.86,69.80,85.56,82.53
547,13.01,13.24,1.73,53.65,33.52,60.37
548,13.11,13.29,1.75,57.91,39.01,52.70
549,13.51,13.36,1.80,60.29,57.99,43.51
550,13.16,13.40,1.75,55.99,36.53,44.51
551,13.05,13.42,1.74,51.84,14.60,36.37
552,13.50,13.45,1.80,54.01,47.45,32.86
553,13.66,13.50,1.82,58.05,59.12,40.39
554,14.00,13.58,1.87,59.58,81.97,62.85
555,13.69,13.58,1.83,51.21,56.20,65.76
556,13.40,13.55,1.79,45.69,32.23,56.80
557,13.12,13.49,1.75,41.60,9.09,32.51
558,13.85,13.47,1.85,46.70,69.42,36.91
559,13.43,13.46,1.79,49.25,42.42,40.31
560,13.57,13.43,1.81,46.22,56.57,56.14
561,13.97,13.50,1.86,60.71,96.97,65.32
562,14.02,13.57,1.87,60.27,100.00,84.51
563,14.58,13.64,1.94,61.66,100.00,98.99
564,15.10,13.78,2.01,70.38,100.00,100.00
565,15.26,13.94,2.03,72.97,100.00,100.00
566,15.73,14.10,2.10,73.08,100.00,100.00
567,15.39,14.22,2.05,67.27,86.97,95.66
568,15.76,14.35,2.10,67.46,100.00,95.66
569,16.26,14.53,2.17,74.57,100.00,95.66
570,16.90,14.78,2.25,81.36,100.00,100.00
571,17.42,15.09,2.32,86.94,100.00,100.00
572,17.62,15.36,2.35,85.63,100.00,100.00
573,17.74,15.67,2.37,93.19,100.00,100.00
574,17.95,15.98,2.39,93.28,100.00,100.00
575,18.20,16.28,2.43,93.08,100.00,100.00
576,18.00,16.56,2.40,89.33,95.22,98.41
577,18.10,16.82,2.41,88.26,97.24,97.48
578,18.09,17.03,2.41,86.55,96.45,96.30
579,18.09,17.23,2.41,86.01,96.26,96.65
580,17.69,17.37,2.36,75.39,81.85,91.52
581,16.86,17.48,2.25,66.90,52.31,76.81
582,16.13,17.50,2.15,53.93,15.16,49.78
583,15.99,17.48,2.13,46.90,0.00,22.49
584,17.21,17.51,2.29,53.14,55.20,23.46
585,17.04,17.48,2.27,45.85,47.51,34.24
586,16.65,17.41,2.22,39.83,29.86,44.19
587,15.50,17.25,2.07,30.69,0.00,25.79
588,14.01,16.97,1.87,22.18,0.00,9.95
589,14.00,16.67,1.87,19.30,0.00,0.00
590,14.74,16.44,1.97,27.91,18.05,6.02
591,14.29,16.16,1.91,25.36,7.07,2.36
592,14.52,15.91,1.94,27.55,12.71,6.60
593,15.58,15.73,2.08,36.07,38.63,19.47
594,15.93,15.60,2.12,40.18,52.30,34.55
595,15.85,15.53,2.11,43.85,57.63,49.52
596,15.58,15.49,2.08,46.45,49.22,53.05
597,15.30,15.44,2.04,45.63,40.50,49.12
598,15.46,15.32,2.06,37.19,45.48,45.07
599,14.66,15.15,1.95,34.05,21.71,35.90
600,16.00,15.10,2.13,46.14,75.47,47.56
601,15.44,15.10,2.06,49.62,72.00,56.39
602,15.83,15.23,2.11,63.54,91.50,79.66
603,15.66,15.35,2.09,62.06,83.00,82.17
604,16.15,15.45,2.15,60.63,100.00,91.50
605,15.86,15.56,2.11,62.13,84.41,89.14
606,15.70,0.00,15.70,0.00,0.00,0.00
607,15.58,0.00,15.68,0.00,0.00,0.00
608,15.60,0.00,2.08,0.00,0.00,0.00
609,15.45,0.00,2.06,0.00,0.00,0.00
610,14.74,0.00,1.97,0.00,0.00,0.00
611,14.85,0.00,1.98,0.00,0.00,0.00
612,14.76,0.00,1.97,0.00,0.00,0.00
613,14.36,0.00,1.91,0.00,0.00,0.00
614,14.35,0.00,1.91,0.00,0.00,0.00
615,14.34,0.00,1.91,0.00,0.00,0.00
616,14.01,0.00,1.87,0.00,0.00,0.00
617,14.24,0.00,1.90,0.00,0.00,0.00
618,14.42,0.00,1.92,0.00,0.00,0.00
619,14.41,0.00,1.92,0.00,0.00,0.00
620,14.78,14.71,1.97,33.21,45.56,0.00
621,14.87,14.66,1.98,36.90,54.09,0.00
622,14.66,14.59,1.95,33.79,40.88,46.84
623,15.50,14.59,2.07,50.70,100.00,64.99
624,15.50,14.65,2.07,63.19,100.00,80.29
625,15.75,14.71,2.10,64.90,100.00,100.00
626,15.66,14.78,2.09,64.90,94.83,98.28
627,15.33,14.84,2.04,66.44,75.86,90.23
628,15.48,14.93,2.06,68.28,84.48,85.06
629,15.66,15.02,2.09,70.25,94.83,85.06
630,15.90,15.15,2.12,79.81,100.00,93.10
631,15.68,15.26,2.09,72.78,86.75,93.86
632,15.75,15.35,2.10,71.80,89.93,92.23
633,15.82,15.45,2.11,72.67,94.63,90.44
634,15.79,15.53,2.11,68.23,91.13,91.90
635,15.77,15.59,2.10,66.67,89.52,91.76
636,16.00,15.69,2.13,74.63,100.00,93.55
637,15.99,15.72,2.13,62.96,98.51,96.01
638,16.04,15.76,2.14,63.92,100.00,99.50
639,15.80,15.76,2.11,51.30,66.20,88.23
640,15.62,15.76,2.08,49.01,40.85,69.01
641,14.84,15.72,1.98,40.08,0.00,35.68
642,15.02,15.69,2.00,40.80,15.00,18.62
643,15.02,15.65,2.00,36.21,15.00,10.00
644,14.89,15.57,1.99,27.15,4.17,11.39
645,15.34,15.55,2.05,43.03,41.67,20.28
646,14.96,15.49,1.99,35.64,10.00,18.61
647,14.70,15.41,1.96,30.95,0.00,17.22
648,15.10,15.36,2.01,39.58,29.85,13.28
649,15.05,15.31,2.01,39.22,26.12,18.66
650,15.58,15.28,2.08,44.23,65.67,40.55
651,15.62,15.26,2.08,44.96,68.66,53.48
652,15.82,15.24,2.11,47.12,83.58,72.64
653,15.84,15.24,2.11,50.56,100.00,84.08
654,15.86,15.26,2.11,53.49,100.00,94.53
655,15.61,15.32,2.08,63.23,78.45,92.82
656,15.92,15.38,2.12,64.80,100.00,92.82
657,16.09,15.46,2.15,66.67,100.00,92.82
658,15.70,15.51,2.09,61.67,71.94,90.65
659,15.56,15.53,2.07,53.48,61.87,77.94
660,15.18,15.55,2.02,53.48,34.53,56.12
661,15.52,15.60,2.07,62.65,58.99,51.80
662,15.11,15.60,2.01,50.15,5.77,33.10
663,15.32,15.62,2.04,53.96,25.96,30.24
664,15.10,15.59,2.01,42.26,0.00,10.58
665,15.18,15.56,2.02,42.99,8.08,11.35
666,14.55,15.47,1.94,32.21,0.00,2.69
667,14.50,15.37,1.93,31.39,0.00,2.69
668,14.31,15.26,1.91,29.44,0.00,0.00
669,14.37,15.17,1.92,32.68,3.37,1.12
670,13.59,15.01,1.81,21.23,0.00,1.12
671,14.20,14.87,1.89,28.95,24.40,9.26
672,13.71,14.73,1.83,28.32,5.69,10.03
673,13.16,14.56,1.75,26.00,0.00,10.03
674,13.60,14.44,1.81,34.39,18.64,8.11
675,13.00,14.26,1.73,26.32,0.00,6.21
676,13.66,14.16,1.82,36.98,28.45,15.70
677,13.57,14.04,1.81,33.94,24.57,17.67
678,13.48,13.92,1.80,34.77,22.02,25.01
679,13.77,13.82,1.84,37.25,35.32,27.30
680,13.95,13.78,1.86,44.09,61.29,39.54
681,14.45,13.77,1.93,49.55,96.67,64.43
682,14.45,13.78,1.93,51.31,100.00,85.99
683,14.49,13.79,1.93,51.13,100.00,98.89
684,14.67,13.87,1.96,61.44,100.00,100.00
685,14.85,13.92,1.98,57.58,100.00,100.00
686,14.57,13.98,1.94,60.54,84.86,94.95
687,14.53,14.07,1.94,69.19,82.70,89.19
688,14.70,14.15,1.96,66.67,91.89,86.49
689,14.94,14.29,1.99,82.99,100.00,91.53
690,14.68,14.36,1.96,70.08,82.19,91.36
691,14.65,14.44,1.95,71.77,80.14,87.44
692,14.08,14.48,1.88,60.14,41.10,67.81
693,14.28,14.52,1.90,58.89,43.59,54.94
694,14.10,14.53,1.88,52.61,15.15,33.28
695,13.60,14.47,1.81,35.19,0.00,19.58
696,13.88,14.43,1.85,40.95,20.90,12.02
697,14.03,14.40,1.87,42.94,32.09,17.66
698,14.34,14.37,1.91,45.13,55.22,36.07
699,14.00,14.31,1.87,38.03,29.85,39.05
700,13.73,14.25,1.83,38.14,9.70,31.59
701,13.97,14.21,1.86,42.51,27.61,22.39
702,13.99,14.16,1.87,40.11,29.10,22.14
703,14.16,14.11,1.89,38.92,41.79,32.84
704,13.60,14.03,1.81,35.86,0.00,23.63
705,14.21,14.00,1.89,45.00,58.10,33.30
706,14.08,14.00,1.88,50.00,64.86,40.99
707,14.14,13.99,1.89,48.17,72.97,65.31
708,14.73,14.03,1.96,57.45,100.00,79.28
709,14.82,14.12,1.98,65.97,100.00,90.99
710,15.45,14.23,2.06,68.82,100.00,100.00
711,15.68,14.35,2.09,69.41,100.00,100.00
712,15.70,14.45,2.09,67.17,100.00,100.00
713,15.61,14.56,2.08,71.70,95.71,98.57
714,13.15,14.52,1.75,45.08,0.00,65.24
715,13.62,14.50,1.82,47.15,18.43,38.05
716,13.40,14.45,1.79,45.34,9.80,9.41
717,13.49,14.41,1.80,44.64,13.33,13.86
718,14.05,14.44,1.87,53.60,35.29,19.48
719,13.74,14.40,1.83,46.05,23.14,23.92
720,13.68,14.38,1.82,46.60,20.78,26.41
721,13.68,14.34,1.82,46.05,20.78,21.57
